model,preset,k,P@k,R@k,F1@k,nDCG@k,MAP@k,MRR,coverage_rel@k,coverage_any@k,queries
sentence-transformers/all-distilroberta-v1,E_diversity,10,0.05813953488372092,0.3081395348837209,0.09742776603241719,0.23891836869947497,0.1802833148763381,0.28465300849021774,0.45348837209302323,1.0,86
sentence-transformers/all-distilroberta-v1,F_recall_first,1,0.23255813953488372,0.11627906976744186,0.15503875968992245,0.23255813953488372,0.23255813953488372,0.2813630490956072,0.23255813953488372,1.0,86
sentence-transformers/all-distilroberta-v1,F_recall_first,3,0.09302325581395347,0.13953488372093023,0.1116279069767442,0.16058552423543412,0.12790697674418605,0.2813630490956072,0.27906976744186046,1.0,86
sentence-transformers/all-distilroberta-v1,F_recall_first,5,0.07674418604651163,0.19186046511627908,0.10963455149501665,0.18759566706737282,0.1433139534883721,0.2813630490956072,0.36046511627906974,1.0,86
sentence-transformers/all-distilroberta-v1,F_recall_first,10,0.04883720930232558,0.25,0.08157152924594786,0.2083069378237937,0.1525170727205611,0.2813630490956072,0.4186046511627907,1.0,86
sentence-transformers/all-distilroberta-v1,G_mnn_heavy,1,0.20930232558139536,0.10465116279069768,0.1395348837209302,0.20930232558139536,0.20930232558139536,0.2644149132521225,0.20930232558139536,1.0,86
sentence-transformers/all-distilroberta-v1,G_mnn_heavy,3,0.12015503875968993,0.18023255813953487,0.14418604651162792,0.1802765289286582,0.14341085271317827,0.2644149132521225,0.313953488372093,1.0,86
sentence-transformers/all-distilroberta-v1,G_mnn_heavy,5,0.08139534883720931,0.20348837209302326,0.1162790697674419,0.19193387393660902,0.15271317829457362,0.2644149132521225,0.32558139534883723,1.0,86
sentence-transformers/all-distilroberta-v1,G_mnn_heavy,10,0.048837209302325574,0.25,0.08157152924594786,0.20958397893792186,0.16124953857511995,0.2644149132521225,0.37209302325581395,1.0,86
sentence-transformers/all-distilroberta-v1,H_zfilter,1,0.22093023255813954,0.11046511627906977,0.14728682170542634,0.22093023255813954,0.22093023255813954,0.2702473237356958,0.22093023255813954,1.0,86
sentence-transformers/all-distilroberta-v1,H_zfilter,3,0.10077519379844961,0.1511627906976744,0.12093023255813953,0.16601729188760103,0.1317829457364341,0.2702473237356958,0.29069767441860467,1.0,86
sentence-transformers/all-distilroberta-v1,H_zfilter,5,0.07441860465116279,0.18604651162790697,0.10631229235880402,0.18319086277390761,0.14457364341085271,0.2702473237356958,0.313953488372093,1.0,86
sentence-transformers/all-distilroberta-v1,H_zfilter,10,0.048837209302325574,0.25,0.08157152924594788,0.20851999850599331,0.15728589885566627,0.2702473237356958,0.38372093023255816,1.0,86
sentence-transformers/all-distilroberta-v1,I_short_skills_bias,1,0.22093023255813954,0.11627906976744186,0.1511627906976744,0.22093023255813954,0.22093023255813954,0.2753552971576227,0.22093023255813954,1.0,86
sentence-transformers/all-distilroberta-v1,I_short_skills_bias,3,0.11627906976744186,0.18023255813953487,0.14069767441860467,0.1838413381889225,0.14631782945736432,0.2753552971576227,0.32558139534883723,1.0,86
