model,preset,thr,f1,coverage,precision
sentence_transformers_all_mpnet_base_v2,D_zfilter,1.4222085094357806,0.40625000000000006,0.6410256410256411,0.52
sentence_transformers_all_mpnet_base_v2,E_diversity,1.316963671795574,0.37681159420289856,0.7692307692307693,0.43333333333333335
sentence_transformers_all_mpnet_base_v2,F_recall_first,1.2214039750889794,0.38235294117647056,0.7435897435897436,0.4482758620689655
sentence_transformers_all_mpnet_base_v2,G_mnn_heavy,1.4097767081957193,0.38235294117647056,0.7435897435897436,0.4482758620689655
sentence_transformers_all_mpnet_base_v2,H_zfilter,1.4238927918099857,0.380952380952381,0.6153846153846154,0.5
sentence_transformers_all_mpnet_base_v2,I_short_skills_bias,1.4686869353425962,0.3880597014925373,0.717948717948718,0.4642857142857143
sentence_transformers_all_mpnet_base_v2,J_char_heavy,1.5564227904218066,0.38235294117647056,0.7435897435897436,0.4482758620689655
sentence_transformers_distiluse_base_multilingual_cased_v2,A_semantic_only,1.0,0.23076923076923078,1.0,0.23076923076923078
sentence_transformers_distiluse_base_multilingual_cased_v2,B_hybrid_light,1.3633246745447811,0.23880597014925373,0.717948717948718,0.2857142857142857
sentence_transformers_distiluse_base_multilingual_cased_v2,C_lex_sem_strong,1.392265940111764,0.3013698630136986,0.8717948717948718,0.3235294117647059
sentence_transformers_distiluse_base_multilingual_cased_v2,D_zfilter,1.275407605350268,0.27027027027027023,0.8974358974358975,0.2857142857142857
sentence_transformers_distiluse_base_multilingual_cased_v2,E_diversity,1.3086567097792907,0.23880597014925373,0.717948717948718,0.2857142857142857
sentence_transformers_distiluse_base_multilingual_cased_v2,F_recall_first,1.197305286326253,0.2461538461538462,0.6666666666666666,0.3076923076923077
sentence_transformers_distiluse_base_multilingual_cased_v2,G_mnn_heavy,1.3296817134507806,0.2535211267605634,0.8205128205128205,0.28125
sentence_transformers_distiluse_base_multilingual_cased_v2,H_zfilter,1.3428246745447812,0.25,0.6410256410256411,0.32
sentence_transformers_distiluse_base_multilingual_cased_v2,I_short_skills_bias,1.3215032384639358,0.27027027027027023,0.8974358974358975,0.2857142857142857
sentence_transformers_distiluse_base_multilingual_cased_v2,J_char_heavy,1.4663162828153768,0.3013698630136986,0.8717948717948718,0.3235294117647059
sentence_transformers_paraphrase_MiniLM_L3_v2,A_semantic_only,1.0,0.23076923076923078,1.0,0.23076923076923078
sentence_transformers_paraphrase_MiniLM_L3_v2,B_hybrid_light,1.4085271598641944,0.30303030303030304,0.6923076923076923,0.37037037037037035
sentence_transformers_paraphrase_MiniLM_L3_v2,C_lex_sem_strong,1.3951340959515046,0.32,0.9230769230769231,0.3333333333333333
sentence_transformers_paraphrase_MiniLM_L3_v2,D_zfilter,1.4270583068109821,0.2903225806451613,0.5897435897435898,0.391304347826087
sentence_transformers_paraphrase_MiniLM_L3_v2,E_diversity,1.307054302741065,0.3013698630136986,0.8717948717948718,0.3235294117647059
sentence_transformers_paraphrase_MiniLM_L3_v2,F_recall_first,1.1763970902006624,0.32,0.9230769230769231,0.3333333333333333
sentence_transformers_paraphrase_MiniLM_L3_v2,G_mnn_heavy,1.3429072157292512,0.3013698630136986,0.8717948717948718,0.3235294117647059
sentence_transformers_paraphrase_MiniLM_L3_v2,H_zfilter,1.341369544498771,0.3098591549295775,0.8205128205128205,0.34375
sentence_transformers_paraphrase_MiniLM_L3_v2,I_short_skills_bias,1.3697107621227511,0.3287671232876712,0.8717948717948718,0.35294117647058826
sentence_transformers_paraphrase_MiniLM_L3_v2,J_char_heavy,1.4378338327942952,0.3157894736842105,0.9487179487179487,0.32432432432432434
sentence_transformers_paraphrase_albert_small_v2,A_semantic_only,1.0,0.2564102564102564,1.0,0.2564102564102564
sentence_transformers_paraphrase_albert_small_v2,B_hybrid_light,1.3781380574995126,0.32835820895522383,0.717948717948718,0.39285714285714285
sentence_transformers_paraphrase_albert_small_v2,C_lex_sem_strong,1.5393802413219508,0.3636363636363637,0.6923076923076923,0.4444444444444444
sentence_transformers_paraphrase_albert_small_v2,D_zfilter,1.4032112256093072,0.34375,0.6410256410256411,0.44
sentence_transformers_paraphrase_albert_small_v2,E_diversity,1.3211731866944763,0.32835820895522383,0.717948717948718,0.39285714285714285
sentence_transformers_paraphrase_albert_small_v2,F_recall_first,1.1911688271293108,0.3235294117647059,0.7435897435897436,0.3793103448275862
sentence_transformers_paraphrase_albert_small_v2,G_mnn_heavy,1.3766348077677113,0.32835820895522383,0.717948717948718,0.39285714285714285
sentence_transformers_paraphrase_albert_small_v2,H_zfilter,1.417502960082218,0.3448275862068965,0.48717948717948717,0.5263157894736842
sentence_transformers_paraphrase_albert_small_v2,I_short_skills_bias,1.4561621051998361,0.34375,0.6410256410256411,0.44
sentence_transformers_paraphrase_albert_small_v2,J_char_heavy,1.4728263816302305,0.34285714285714286,0.7948717948717948,0.3870967741935484
sentence_transformers_sentence_t5_base,A_semantic_only,1.0,0.41025641025641024,1.0,0.41025641025641024
sentence_transformers_sentence_t5_base,B_hybrid_light,1.3663704284203906,0.39436619718309857,0.8205128205128205,0.4375
sentence_transformers_sentence_t5_base,C_lex_sem_strong,1.5884508560284654,0.35294117647058826,0.7435897435897436,0.41379310344827586
sentence_transformers_sentence_t5_base,D_zfilter,1.4222085094357806,0.38235294117647056,0.7435897435897436,0.4482758620689655
sentence_transformers_sentence_t5_base,E_diversity,1.3068266110697089,0.3888888888888889,0.8461538461538461,0.42424242424242425
sentence_transformers_sentence_t5_base,F_recall_first,1.1219240325153979,0.39473684210526316,0.9487179487179487,0.40540540540540543
sentence_transformers_sentence_t5_base,G_mnn_heavy,1.3451257838852186,0.3888888888888889,0.8461538461538461,0.42424242424242425
sentence_transformers_sentence_t5_base,H_zfilter,1.252731984277552,0.39473684210526316,0.9487179487179487,0.40540540540540543
sentence_transformers_sentence_t5_base,I_short_skills_bias,1.3824762165570479,0.3835616438356165,0.8717948717948718,0.4117647058823529
sentence_transformers_sentence_t5_base,J_char_heavy,1.5564227904218066,0.40579710144927544,0.7692307692307693,0.4666666666666667
